City,PM2.5_x,PM10_x,NO_x,NO2_x,NOx_x,NH3_x,CO_x,SO2_x,O3_x,AQI,AQI_Bucket_x,Date,PM2.5_y,PM10_y,NO_y,NO2_y,NOx_y,NH3_y,CO_y,SO2_y,O3_y,Benzene,Toluene,Xylene,AQI_chem
Delhi,182.2,197.9,52.5,40.0,67.6,26.7,8.14,19.6,31.9,348.0,Very Poor,2015-07-04,88.75,212.16,20.9,35.54,45.93,61.61,0.98,7.24,56.61,0.85,1.81,1.056325369738339,250.0
Mumbai,115.9,374.4,52.2,62.3,128.7,45.0,4.91,21.7,150.1,330.3,Very Poor,2015-07-04,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.11,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,93.9,105.5,142.7,119.1,54.0,0.3,6.91,59.9,165.4,210.9,Poor,2015-07-04,70.58,167.82286741214057,8.99,17.94,14.05,52.85,20.62,15.31,29.69,1.03,0.23,1.056325369738339,290.0
Delhi,285.8,150.8,1.4,142.5,31.9,3.7,7.31,65.5,198.9,435.8,Severe,2015-07-05,135.92,435.2,19.63,36.89,49.31,64.99,1.17,6.42,58.36,1.04,2.73,1.056325369738339,282.0
Mumbai,9.0,336.0,189.6,104.2,244.9,23.3,9.04,89.7,22.6,286.0,Poor,2015-07-05,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.25,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,10.5,252.8,99.5,38.1,126.3,13.0,8.7,94.9,3.3,202.8,Poor,2015-07-05,70.61,167.82286741214057,4.7,20.14,17.67,54.4,2.19,13.9,30.78,1.02,0.23,1.056325369738339,193.0
Delhi,199.0,167.9,161.9,10.8,78.7,46.4,7.47,92.6,96.7,360.9,Very Poor,2015-07-06,60.27,143.86,15.17,44.07,109.71,38.68,1.1,7.91,58.07,1.08,3.78,1.056325369738339,298.0
Mumbai,123.3,2.9,152.7,147.2,52.7,31.5,0.04,45.8,133.8,302.8,Very Poor,2015-07-06,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.22,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,302.6,347.6,53.8,20.7,240.2,33.6,5.54,54.2,16.5,452.6,Severe,2015-07-06,71.19,167.82286741214057,5.51,20.02,17.66,50.38,1.84,14.55,28.04,0.96,0.18,1.056325369738339,164.0
Delhi,262.3,406.3,137.0,12.3,5.1,12.0,5.39,55.3,133.9,412.3,Severe,2015-07-07,52.2,78.64,12.97,51.7,109.52,42.09,1.34,7.82,53.72,1.79,6.76,1.056325369738339,175.0
Mumbai,414.3,27.3,140.4,121.0,179.9,30.2,3.85,33.4,91.6,141.0,Moderate,2015-07-07,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.25,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,489.6,249.8,196.4,148.6,2.1,2.5,9.54,80.1,13.6,199.9,Moderate,2015-07-07,69.56,167.82286741214057,4.76,20.37,17.7,52.81,2.22,11.02,30.14,1.02,0.13,1.056325369738339,187.0
Delhi,101.2,250.7,192.5,22.9,168.2,45.1,1.83,93.4,145.5,235.8,Poor,2015-07-08,67.92,127.38,11.17,52.69,131.9,42.84,1.17,7.94,53.94,2.24,8.08,1.056325369738339,217.0
Mumbai,129.5,157.8,147.7,43.9,174.7,17.2,0.79,82.1,39.3,307.5,Very Poor,2015-07-08,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.24,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,125.8,527.0,85.5,135.9,113.5,20.9,6.14,89.3,33.1,304.7,Very Poor,2015-07-08,68.72,167.82286741214057,4.69,19.66,17.44,58.71,1.99,15.11,28.23,1.01,0.22,1.056325369738339,160.0
Delhi,343.1,112.2,11.7,81.4,52.8,46.1,9.79,69.6,120.9,493.1,Severe,2015-07-09,65.95,128.93,25.82,53.39,152.12,48.61,1.4,7.86,42.58,2.8,9.57,1.056325369738339,234.0
Mumbai,400.7,426.3,139.5,105.5,62.8,24.7,8.05,20.6,164.3,395.4,Very Poor,2015-07-09,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.24,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,77.7,158.9,191.9,4.8,40.5,30.1,0.51,36.4,127.9,158.0,Moderate,2015-07-09,67.95,167.82286741214057,12.24,13.66,20.38,46.24,2.76,10.39,40.63,3.290950354609929,9.226440829460136,1.056325369738339,207.0
Delhi,50.2,175.3,50.1,26.1,162.6,14.2,4.44,87.7,131.8,150.4,Moderate,2015-07-10,47.68,95.1,26.94,46.71,173.98,53.64,1.26,8.97,35.79,2.24,9.43,1.056325369738339,188.0
Mumbai,90.6,286.0,61.8,111.1,231.7,14.1,8.54,50.6,176.3,236.0,Poor,2015-07-10,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.27,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,198.0,500.1,94.1,118.0,167.1,18.4,2.96,63.0,86.0,360.1,Very Poor,2015-07-10,59.59,167.82286741214057,7.78,14.72,16.86,52.64,1.89,13.92,36.19,0.87,0.18,1.056325369738339,169.0
Delhi,116.1,254.8,162.1,79.1,234.9,3.1,3.2,96.5,48.9,286.7,Poor,2015-07-11,29.08,41.31,31.49,51.39,254.8,42.6,7.23,8.61,54.03,2.04,8.46,1.056325369738339,253.0
Mumbai,170.2,324.8,140.5,30.7,60.1,12.7,5.37,58.3,126.0,338.8,Very Poor,2015-07-11,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.28,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,6.4,428.2,158.4,9.0,134.8,47.5,2.5,5.5,54.3,397.7,Very Poor,2015-07-11,62.54,167.82286741214057,6.95,19.45,16.78,62.36,8.49,7.05,31.75,3.290950354609929,9.226440829460136,1.056325369738339,208.0
Delhi,425.2,591.1,56.0,144.8,59.7,33.6,1.83,74.8,180.2,229.4,Poor,2015-07-12,32.29,34.16,12.34,32.77,117.79,48.01,1.27,7.15,40.41,2.18,6.13,1.056325369738339,198.0
Mumbai,280.5,367.9,24.6,80.1,164.5,28.2,3.99,79.6,99.3,430.5,Severe,2015-07-12,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.39,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,184.3,320.8,70.4,27.2,168.1,16.8,3.79,79.0,121.9,349.6,Very Poor,2015-07-12,61.7,167.82286741214057,6.01,20.32,15.16,52.0,8.59,6.71,33.56,0.99,6.67,1.056325369738339,230.0
Delhi,315.0,294.8,14.5,125.0,182.4,31.1,7.75,18.8,117.5,465.0,Severe,2015-07-13,36.68,54.36,12.21,37.71,105.59,41.83,1.3,8.11,37.7,1.96,6.02,1.056325369738339,148.0
Mumbai,464.6,355.7,71.2,30.8,245.9,13.7,0.65,77.1,170.9,306.9,Very Poor,2015-07-13,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.31,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,334.4,158.7,42.6,119.3,172.5,47.8,7.94,66.1,4.0,484.4,Severe,2015-07-13,65.54,167.82286741214057,5.32,19.39,17.75,47.1,1.89,9.44,36.38,0.29,0.17,1.056325369738339,146.0
Delhi,354.0,237.8,119.6,77.9,117.6,41.6,1.52,11.3,104.0,191.9,Moderate,2015-07-14,44.48,112.83,13.94,43.46,94.25,49.32,1.3,8.04,46.71,1.88,6.34,1.056325369738339,141.0
Mumbai,39.9,337.5,62.8,132.3,29.8,12.5,4.84,12.3,166.5,287.5,Poor,2015-07-14,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.26,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,432.5,439.7,136.6,10.9,232.2,30.0,1.91,28.4,29.3,413.5,Severe,2015-07-14,53.35,167.82286741214057,9.12,20.42,20.14,50.93,2.54,8.74,35.64,3.290950354609929,9.226440829460136,1.056325369738339,188.0
Delhi,494.5,316.2,194.4,6.4,98.3,2.7,2.35,79.4,35.0,266.2,Poor,2015-07-15,63.79,243.97,30.37,38.05,89.67,44.18,1.07,9.62,52.2,1.41,4.49,1.056325369738339,218.0
Mumbai,365.3,211.2,102.0,15.4,156.2,47.3,8.34,63.2,2.1,179.2,Moderate,2015-07-15,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.3,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,160.3,221.7,143.0,31.1,38.0,3.8,4.6,76.7,62.1,331.2,Very Poor,2015-07-15,59.2,167.82286741214057,7.11,17.26,17.66,46.66,2.26,9.23,32.25,0.1,0.16,1.056325369738339,191.0
Delhi,181.6,269.3,1.8,41.6,102.4,15.5,2.46,86.1,54.2,347.5,Very Poor,2015-07-16,77.2,244.69,22.06,36.72,102.35,31.83,1.02,10.29,72.44,1.11,4.61,1.056325369738339,268.0
Mumbai,238.3,247.3,87.9,3.2,102.9,44.6,3.07,54.8,67.7,391.0,Very Poor,2015-07-16,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.41,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,9.2,30.3,39.3,97.6,44.0,16.1,0.22,53.2,29.3,117.6,Moderate,2015-07-16,57.02,167.82286741214057,8.0,18.65,18.99,47.76,2.39,9.08,30.0,0.1,0.16,1.056325369738339,189.0
Delhi,416.8,23.5,151.8,118.0,36.1,41.6,3.98,89.5,177.5,222.6,Poor,2015-07-17,77.99,148.95,13.99,42.07,128.36,40.17,1.88,12.46,61.43,1.95,7.66,1.056325369738339,232.0
Mumbai,358.3,135.0,117.5,119.4,116.2,49.2,3.38,94.2,18.7,139.4,Moderate,2015-07-17,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.37,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,249.6,454.1,1.7,123.6,136.0,32.6,3.5,86.4,67.8,434.1,Severe,2015-07-17,53.75,167.82286741214057,5.96,18.59,17.67,48.22,2.13,8.02,32.51,3.290950354609929,9.226440829460136,1.056325369738339,154.0
Delhi,295.7,184.3,146.9,74.2,144.1,11.9,2.0,34.0,165.0,445.7,Severe,2015-07-18,71.11,148.87,24.83,48.79,149.07,42.26,1.84,10.77,56.32,3.78,14.23,1.056325369738339,204.0
Mumbai,289.9,195.4,115.9,95.7,79.3,36.0,8.25,64.8,181.2,439.9,Severe,2015-07-18,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.4,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,375.0,241.5,41.8,15.8,223.4,40.3,9.18,73.1,123.6,194.4,Moderate,2015-07-18,48.36,167.82286741214057,5.28,19.18,17.62,45.27,2.63,7.56,30.9,3.290950354609929,9.226440829460136,1.056325369738339,190.0
Delhi,388.0,325.5,50.4,143.3,221.4,25.2,3.59,99.5,58.8,275.5,Poor,2015-07-19,67.39,144.11,23.65,52.87,155.27,42.68,1.28,10.4,59.05,2.6,10.15,1.056325369738339,220.0
Mumbai,258.2,116.7,7.3,116.7,0.7,26.7,4.3,64.7,147.6,408.2,Severe,2015-07-19,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.65,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,463.1,253.5,75.2,41.8,64.1,42.1,1.81,55.9,1.1,203.5,Poor,2015-07-19,40.7,167.82286741214057,6.33,19.23,18.33,59.74,1.47,10.39,28.57,3.290950354609929,0.03,1.056325369738339,104.0
Delhi,468.6,120.6,181.9,26.9,35.0,11.8,8.59,81.7,56.4,182.3,Moderate,2015-07-20,49.58,83.22,16.89,62.37,196.68,41.37,1.24,10.17,61.55,1.82,7.33,1.056325369738339,223.0
Mumbai,399.8,181.7,97.1,11.0,105.7,2.0,7.73,92.4,22.6,171.6,Moderate,2015-07-20,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,20.18,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,147.2,576.7,148.9,35.7,105.9,33.1,9.56,38.1,6.7,321.1,Very Poor,2015-07-20,36.72,167.82286741214057,5.52,18.96,17.64,46.58,2.31,10.8,30.88,3.290950354609929,9.226440829460136,1.056325369738339,132.0
Delhi,408.1,394.5,114.2,18.5,80.9,15.5,7.08,34.4,101.4,355.5,Very Poor,2015-07-21,40.97,78.76,12.25,46.3,151.32,38.36,1.14,12.19,46.98,2.04,8.56,1.056325369738339,218.0
Mumbai,462.4,381.6,192.6,12.9,24.0,27.5,2.65,88.2,183.2,339.3,Very Poor,2015-07-21,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,22.46,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,449.4,167.4,52.7,120.7,196.5,49.5,5.55,83.6,44.0,145.1,Moderate,2015-07-21,42.94,167.82286741214057,5.1,18.58,16.77,46.58,1.58,11.47,31.69,3.290950354609929,3.1,1.056325369738339,100.0
Delhi,387.4,17.6,9.3,66.6,147.3,41.3,2.4,67.0,199.4,278.2,Poor,2015-07-22,38.97,85.89,19.43,41.41,132.19,36.49,2.73,20.43,44.49,5.82,16.67,1.056325369738339,165.0
Mumbai,100.3,31.9,32.1,77.1,51.6,25.7,4.19,63.4,152.1,232.7,Poor,2015-07-22,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.67,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,336.9,471.6,2.4,99.5,243.7,49.8,3.59,80.3,118.9,486.9,Severe,2015-07-22,47.23,167.82286741214057,4.8,18.89,16.87,47.49,1.4,7.34,28.35,0.06,0.84,1.056325369738339,126.0
Delhi,473.2,120.1,150.0,14.4,129.8,46.7,8.7,15.7,81.8,183.7,Moderate,2015-07-23,34.02,81.25,11.59,39.98,116.55,33.95,2.42,16.71,49.72,7.2,7.77,1.056325369738339,155.0
Mumbai,138.7,273.3,77.4,14.2,169.0,17.0,2.26,10.5,161.9,314.6,Very Poor,2015-07-23,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.86,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,404.2,464.1,87.3,19.2,7.7,41.5,2.44,92.1,186.3,448.5,Severe,2015-07-23,81.77,167.82286741214057,16.14,26.1,25.0,42.63,2.61,11.97,32.5,0.06,0.06,1.056325369738339,141.0
Delhi,117.6,457.1,147.6,102.9,207.5,43.9,1.58,36.2,194.3,438.4,Severe,2015-07-24,46.13,94.49,9.1,43.99,146.4,37.38,0.98,16.01,47.11,1.25,5.68,1.056325369738339,154.0
Mumbai,135.1,162.0,24.0,11.5,60.3,25.0,4.64,66.8,191.2,311.8,Very Poor,2015-07-24,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.92,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,63.0,538.1,150.9,107.8,97.2,25.0,7.45,88.6,36.4,168.0,Moderate,2015-07-24,83.64,167.82286741214057,9.73,18.19,19.02,42.14,1.93,14.1,38.29,3.290950354609929,9.226440829460136,1.056325369738339,210.0
Delhi,98.1,136.3,76.9,19.9,123.0,36.6,10.0,32.3,58.3,225.2,Poor,2015-07-25,46.01,97.0,10.2,42.86,141.1,37.05,1.0,15.58,45.9,1.45,5.43,1.056325369738339,184.0
Mumbai,315.8,575.4,53.0,142.1,223.5,44.3,4.65,69.3,80.6,465.8,Severe,2015-07-25,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.9,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,27.2,409.6,49.0,40.8,111.1,39.5,4.2,21.9,0.6,374.4,Very Poor,2015-07-25,53.69,167.82286741214057,4.82,20.33,17.18,48.95,1.43,11.06,31.79,3.290950354609929,9.226440829460136,1.056325369738339,102.0
Delhi,347.7,159.1,28.3,125.8,201.7,11.5,6.09,3.9,55.4,497.7,Severe,2015-07-26,29.81,86.01,8.06,30.66,106.81,33.05,0.81,15.09,40.73,0.87,4.39,1.056325369738339,150.0
Mumbai,263.1,271.6,137.9,71.6,131.4,42.7,5.87,22.3,185.6,413.1,Severe,2015-07-26,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.83,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,434.7,431.3,122.9,108.9,237.5,29.8,7.99,81.4,63.9,401.4,Severe,2015-07-26,47.88,167.82286741214057,4.45,19.16,16.82,50.64,1.31,14.62,29.31,3.290950354609929,0.1,1.056325369738339,92.0
Delhi,125.6,267.0,156.5,44.1,102.0,19.0,4.75,65.2,73.8,304.5,Very Poor,2015-07-27,22.82,53.28,10.02,33.21,113.43,30.92,0.83,12.69,36.65,0.82,2.92,1.056325369738339,125.0
Mumbai,499.8,333.5,176.2,92.2,105.2,2.7,1.71,54.9,1.1,283.5,Poor,2015-07-27,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.68,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,492.5,124.4,104.5,14.2,168.2,20.0,4.8,51.6,78.9,134.8,Moderate,2015-07-27,57.59,167.82286741214057,6.64,18.92,17.87,44.13,2.16,12.57,24.5,3.290950354609929,0.09,1.056325369738339,123.0
Delhi,301.5,459.2,76.4,67.8,189.0,45.6,2.12,26.8,89.3,451.5,Severe,2015-07-28,24.69,51.98,10.03,40.25,127.68,28.99,0.74,7.61,38.49,0.87,2.57,1.056325369738339,160.0
Mumbai,481.4,485.6,21.3,48.4,63.2,24.4,8.05,49.2,84.4,479.3,Severe,2015-07-28,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.71,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,462.1,588.0,153.7,121.0,150.0,16.2,6.55,15.1,1.1,156.8,Moderate,2015-07-28,51.55,167.82286741214057,5.14,18.75,17.09,45.49,1.56,11.53,31.29,3.290950354609929,9.226440829460136,1.056325369738339,143.0
Delhi,444.5,166.7,167.3,119.6,215.1,47.4,4.53,81.3,7.2,144.7,Moderate,2015-07-29,29.04,56.7,12.18,35.69,126.64,28.56,0.66,9.68,35.89,0.94,3.14,1.056325369738339,142.0
Mumbai,116.9,381.1,63.6,32.7,238.0,23.0,5.59,13.4,64.5,338.7,Very Poor,2015-07-29,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.96,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,97.7,476.2,176.3,134.4,74.5,41.5,2.11,9.8,106.9,465.9,Severe,2015-07-29,50.58,167.82286741214057,4.86,19.44,17.33,35.66,2.43,10.73,30.81,3.290950354609929,9.226440829460136,1.056325369738339,144.0
Delhi,276.7,314.8,129.3,46.3,130.1,38.3,2.74,59.1,64.2,426.7,Severe,2015-07-30,25.76,47.91,13.51,32.96,105.81,29.31,1.2,9.49,26.26,0.89,3.24,1.056325369738339,181.0
Mumbai,489.8,375.7,25.5,90.4,79.5,36.1,3.23,96.3,153.7,332.0,Very Poor,2015-07-30,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,29.59,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,28.7,189.2,103.0,139.5,64.4,23.0,1.53,65.8,39.2,159.6,Moderate,2015-07-30,49.89,167.82286741214057,5.12,19.47,17.43,39.93,2.28,13.85,29.26,3.290950354609929,9.226440829460136,1.056325369738339,141.0
Delhi,26.4,168.6,142.1,126.6,157.2,15.2,0.15,62.5,101.9,146.6,Moderate,2015-07-31,37.85,122.18,27.39,35.9,119.1,25.17,1.6,9.7,36.57,1.33,4.92,1.056325369738339,196.0
Mumbai,124.7,109.4,114.4,87.6,166.5,47.0,6.14,3.0,123.3,303.8,Very Poor,2015-07-31,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,27.91,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,18.9,589.8,103.8,133.0,154.0,26.8,3.88,52.7,42.7,153.0,Moderate,2015-07-31,56.67,167.82286741214057,6.55,19.64,18.32,41.61,1.79,16.07,30.59,3.290950354609929,9.226440829460136,1.056325369738339,106.0
Delhi,361.4,542.4,165.6,12.5,206.3,9.2,4.73,0.9,63.6,134.0,Moderate,2015-08-01,41.32,126.33,29.5,35.14,139.85,23.1,1.08,10.8,41.27,1.41,5.16,1.056325369738339,181.0
Mumbai,453.6,147.4,32.1,123.1,128.1,18.2,1.68,48.7,29.3,143.1,Moderate,2015-08-01,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.74,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,9.2,364.6,158.3,28.8,151.1,31.9,0.33,45.3,30.9,318.0,Very Poor,2015-08-01,85.39,167.82286741214057,24.62,29.71,36.6,42.88,4.08,16.06,29.3,3.290950354609929,0.99,1.056325369738339,195.0
Delhi,469.7,134.2,65.0,40.4,16.1,45.8,2.34,73.4,82.8,123.1,Moderate,2015-08-02,47.81,123.24,40.08,37.96,165.43,24.2,0.82,10.27,46.38,1.61,6.87,1.056325369738339,213.0
Mumbai,331.5,50.0,15.8,72.2,191.1,25.7,6.17,74.8,194.5,481.5,Severe,2015-08-02,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.88,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,489.7,279.1,182.7,7.7,37.4,46.3,9.52,70.5,75.9,229.1,Poor,2015-08-02,70.17,167.82286741214057,6.32,15.44,17.87,44.0,2.12,22.81,18.06,3.290950354609929,9.226440829460136,1.056325369738339,194.0
Delhi,152.4,567.3,132.0,136.3,52.8,43.3,7.47,49.1,118.5,325.1,Very Poor,2015-08-03,56.02,154.28,28.95,40.17,129.29,30.76,0.78,8.75,45.97,1.65,6.16,1.056325369738339,175.0
Mumbai,88.8,305.6,192.0,19.3,30.3,46.2,3.36,53.5,165.1,255.6,Poor,2015-08-03,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,20.15,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,446.5,581.7,6.8,145.2,1.9,24.6,7.01,17.2,112.6,165.2,Moderate,2015-08-03,49.45,167.82286741214057,6.56,14.52,18.15,39.68,1.56,16.03,16.74,0.01,0.02,1.056325369738339,98.0
Delhi,217.7,223.0,62.4,114.5,211.5,25.7,0.79,87.0,64.8,375.2,Very Poor,2015-08-04,54.46,136.88,19.25,46.74,142.99,31.77,1.21,9.72,56.88,1.66,5.74,1.056325369738339,184.0
Mumbai,218.8,76.6,121.8,118.7,1.5,20.5,2.39,78.2,89.1,376.1,Very Poor,2015-08-04,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.92,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,397.2,272.7,23.1,87.2,55.2,16.8,7.86,86.4,116.2,222.7,Poor,2015-08-04,64.89,167.82286741214057,9.85,15.17,20.9,33.16,1.33,22.46,19.37,6.14,1.93,1.056325369738339,120.0
Delhi,35.7,316.1,83.5,92.7,0.1,15.7,1.12,62.0,51.9,266.1,Poor,2015-08-05,59.13,117.08,25.28,52.78,164.51,37.94,1.67,10.41,54.66,2.33,9.61,1.056325369738339,228.0
Mumbai,310.7,592.6,8.6,120.7,237.0,46.3,8.28,95.1,95.7,460.7,Severe,2015-08-05,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.96,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,29.4,332.9,183.3,102.5,87.3,35.6,7.1,54.8,20.3,282.9,Poor,2015-08-05,59.69,167.82286741214057,7.9,16.22,19.77,46.45,1.41,19.41,16.56,30.27,31.58,1.056325369738339,112.0
Delhi,110.5,589.1,80.9,53.8,62.1,47.8,5.58,92.6,191.1,267.6,Poor,2015-08-06,65.47,126.56,24.45,52.51,205.02,37.79,1.17,10.73,60.57,2.23,10.66,1.056325369738339,214.0
Mumbai,446.6,45.4,20.1,19.9,161.4,20.9,2.01,34.9,70.3,70.3,Satisfactory,2015-08-06,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,25.4,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,20.8,566.7,8.7,29.5,115.7,43.1,5.86,89.3,58.2,148.1,Moderate,2015-08-06,49.27,167.82286741214057,6.46,14.74,17.93,41.35,2.89,11.0,12.61,10.46,14.45,1.056325369738339,189.0
Delhi,401.4,80.8,187.9,25.7,94.9,45.2,7.52,88.0,45.1,168.9,Moderate,2015-08-07,64.58,154.92,19.7,48.24,202.11,39.64,1.75,10.22,68.17,2.06,8.98,1.056325369738339,254.0
Mumbai,121.9,8.0,18.6,33.2,191.6,47.2,2.1,54.4,130.0,301.7,Very Poor,2015-08-07,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.19,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,477.0,172.8,46.1,64.0,124.0,6.6,5.65,59.9,162.5,191.9,Moderate,2015-08-07,56.12,167.82286741214057,7.86,14.52,18.89,40.63,1.27,11.79,14.3,6.01,10.17,1.056325369738339,100.0
Delhi,454.1,440.9,97.3,95.4,8.8,33.1,9.36,45.6,38.6,415.2,Severe,2015-08-08,70.05,149.92,21.3,50.51,200.34,43.18,2.26,7.68,62.76,2.31,10.19,1.056325369738339,258.0
Mumbai,460.0,168.1,31.7,70.0,130.0,27.6,0.17,23.9,166.2,197.3,Moderate,2015-08-08,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.09,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,383.2,503.6,98.4,141.9,50.6,41.6,0.84,52.1,17.2,161.9,Moderate,2015-08-08,63.11,167.82286741214057,8.68,15.11,19.82,39.26,2.56,12.75,11.84,4.63,8.43,1.056325369738339,145.0
Delhi,219.3,592.3,45.1,12.6,36.5,25.5,8.58,10.7,191.1,376.4,Very Poor,2015-08-09,55.51,105.17,31.18,39.47,167.5,36.5,1.24,5.83,45.4,2.22,9.54,1.056325369738339,244.0
Mumbai,457.9,547.8,3.9,80.3,20.9,49.5,1.57,31.0,170.8,205.6,Poor,2015-08-09,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,19.1,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
